year	crisis_name	source	category	text	label	confidence	how_to_improve	tweet_id_truncated
2013	Australia bushfires	Media	Caution and advice	UPDATE: Smoke from fire around #Dudley &amp; #Redhead could affect surrounding suburbs #nswfires http://t.co/gGU7VzDqDC	Is very CLEAR - easy to understand	0.8341	UPDATE: Smoke from fire around Dudley & Redhead could affect surrounding suburbs #nswfires http://t.co/gGU7VzDqDC  #Dudley & #Redhead	3.93130306175123E+017
2013	Australia bushfires	Government	Caution and advice	UPDATE: The Gulguer Nature Reserve Fire is now contained, crews will remain on scene to patrol and black out. #nswfires #nswrfs	Is very CLEAR - easy to understand	1		3.92876068454945E+017
2013	Australia bushfires	Media	Caution and advice	UPDATE: Watch &amp; Act alerts in place for #MtVictoria &amp; #Balmoral in Southern Highlands. @thetodayshow #nswfires http://t.co/j6â€¦	Is very CLEAR - easy to understand	0.8111		3.9206705430961E+017
2013	Queensland floods in Australia	Media	Caution and advice	Updated major #flood warning for the Clarence Valley: http://t.co/YkHUPCfQ #nswfloods #bigwet	Is very CLEAR - easy to understand	1		2.96148417904787E+017
2012	Philipinnes floods	Media	Caution and advice	use #rescuePH hashtag to allow all media outlets to monitor tweets related to the floods, rescue operations. Thanks!	Is very CLEAR - easy to understand	0.7978		2.32703890846523E+017
2013	Manila floods in the Philippines 	NGOs	Caution and advice	Use The Hastags #WalangPasok For Suspensions #RescuePH for Help #SAFENOW if You've been rescued and #FloodPH for Flooâ€¦	Needs slight IMPROVEMENT to be clear	0.6604	great	3.69626441601667E+017
2012	Philipinnes floods	Government	Caution and advice	Useful government information during natural disasters http://t.co/IproTDmg #PHalerts #rescuePH	Is very CLEAR - easy to understand	0.6168	Explain what PH alerts are|Useful Philippines government information during natural disasters http://t.co/IproTDmg #PHalerts #rescuePH|great	2.33221715424059E+017
2012	Typhoon Pablo in the Philippines	Media	Caution and advice	USLS suspends Kinder to Elementary classes tomorrow due to typhoon Pablo. #PabloPH (via @USLS_tweets) #walangpasok	Needs slight IMPROVEMENT to be clear	0.5714		2.7557391396098E+017
2013	Queensland floods in Australia	Media	Caution and advice	Video of Mayor Tom Tate holding media conference at 1.30pm to update on severe weather https://t.co/buyllod8 #bigwet #qldflood #qldfloods	Is very CLEAR - easy to understand	0.819	Video of Gold Coast Mayor Tom Tate holding media conference at 1.30pm to update on severe weather https://t.co/buyllod8 #bigwet #qldflood #qldfloods	2.95395657802469E+017
2013	Colorado floods in the USA	NGOs	Caution and advice	Video update from our #COflood team: http://t.co/gxoMmOMd2y #drivemuch #sunshinemakeslifebetter #volpower	Needs slight IMPROVEMENT to be clear	0.5971	Video update from our Colorado flood team: http://t.co/gxoMmOMd2y #drivemuch #sunshinemakeslifebetter #volpower #COflood	3.80503471436599E+017
2013	Australia bushfires	Media	Caution and advice	Watch 11.05 22/10 RFS media briefing by NSW Rural Fire Service on http://t.co/XtFd3gbYMy http://t.co/4D0XHKnbbj	Needs slight IMPROVEMENT to be clear	0.5854	Watch media briefing by NSW Rural Fire Service http://t.co/XtFd3gbYMy http://t.co/4D0XHKnbbj	3.92442192867762E+017
2013	Colorado floods in the USA	Media	Caution and advice	Water level monitor and chart #evergreenflood #coflood #jeffcoflood http://t.co/X38FafSWJ5	Is very CLEAR - easy to understand	0.661	http://t.co/X38FafSWJ5 - a link to a #evergreenflood #coflood #jeffcoflood water level monitor and chart	3.79982102693163E+017
2013	Alberta floods in Canada	Media	Caution and advice	Water restrictions remain in place #yycflood	Is very CLEAR - easy to understand	0.8896	wellsville	3.49663072895517E+017
2013	Alberta floods in Canada	Media	Caution and advice	Water restrictions remain in place #yycflood	Is very CLEAR - easy to understand	0.6439	Water restrictions remain in place in Alberta #yycflood	3.49663072895517E+017
2013	Manila floods in the Philippines 	Government	Caution and advice	We would like to encourage everyone to submit their #rescuePH requests to http://t.co/lWZNObr4V2 so we can easily collate infâ€¦	Is very CLEAR - easy to understand	1		3.69285583102681E+017
2012	Typhoon Pablo in the Philippines 	Government	Caution and advice	WEATHER BULLETIN #5 TROPICAL CYCLONE WARNING: TYPHOON â€œ#pabloPHâ€ (BOPHA) ISSUED AT 05:00 PM, 03 DECEMBER 2012... http:/ ...	Is very CLEAR - easy to understand	0.5698		2.75524807070736E+017
2013	Manila floods in the Philippines	Government	Caution and advice	WEATHER BULLETIN No. 2 Tropical Cyclone Alert: Tropical Depression â€œ#MaringPHâ€   Issued at 11:00AM 17 August... http://t.câ€¦	Is very CLEAR - easy to understand	0.4086	No. 2 Tropical Cyclone Alert -isued at 11:00AM 17 August|wellsville	3.68659239272579E+017
2013	Manila floods in the Philippines 	Government	Caution and advice	WEATHER BULLETIN No. 7 Tropical Cyclone Alert: Tropical Storm â€œ#MaringPHâ€ Issued at 11:00PM 19 August 2013... http://t.coâ€¦	Is very CLEAR - easy to understand	0.787		3.69498779575005E+017
2012	Typhoon Pablo in the Philippines 	Media	Caution and advice	Weather: typhoon pablo has made landfall, currently in the vicinity of Davao Oriental at max winds of 175 kph. Will ...	Is very CLEAR - easy to understand	1		2.75714347639124E+017
2013	Queensland floods in Australia	Media	Caution and advice	What The? Friday - This week, another good reason not to drive through or play in flood waters #wtfriday #bigwet http://t. ...	Is very CLEAR - easy to understand	0.6122		2.97151141790245E+017
2013	Queensland floods in Australia	Media	Caution and advice	Wild weather has whipped up sea foam at Mooloolaba Beach #qldfloods @9NewsAUS http://t.co/AR7cHtzo #fb	Is very CLEAR - easy to understand	0.7927	i wouldn't|Wild weather has whipped up sea foam at Mooloolaba Beach Queensland #qldfloods @9NewsAUS http://t.co/AR7cHtzo #fb	2.95721353900872E+017
2013	Queensland floods in Australia	NGOs	Caution and advice	With heavy rainfall, basement car parks can be flooded. If you live in a high rise with such a car park, please be aware. #bigwet	Is very CLEAR - easy to understand	1		2.95310098195173E+017
2013	Colorado floods in the USA	Media	Caution and advice	With sewage treatment disabled, no flush rules imposed in Colo. town. http://t.co/2Z562xyocP via @denverpost #coflood	Is very CLEAR - easy to understand	0.6192	With sewage treatment disabled, no flush rules imposed in Colorado town. http://t.co/2Z562xyocP via @denverpost #coflood|With sewage treatment disabled, no flush rules imposed in Colorado town. http://t.co/2Z562xyocP via @denverpost #coflood	3.79228499505996E+017
2012	Typhoon Pablo in the Philippines	Media	Caution and advice	With typhoon Bopha (local name Pablo) now inside Philippine area of responsibility, storm signal warnings are... http ...	Is very CLEAR - easy to understand	0.7866		2.75514455515881E+017
2013	Alberta floods in Canada	Media	Caution and advice	Workers who have lost five days or more of work can apply for EI #yycflood	Is very CLEAR - easy to understand	0.7959		3.50035854250607E+017
2013	Manila floods in the Philippines 	Government	Caution and advice	Yellow Rainfall Advisory No. 33 Weather System: Southwest Monsoon (#Habagat) Target Areas: #MetroManila... http://t.co/dQâ€¦	Is very CLEAR - easy to understand	0.6044	Yellow Rainfall Advisory No. 33 Weather System - what does this mean?	3.70332900798919E+017
2013	Colorado floods in the USA	Government	Affected individuals	Yesterday our UH-60 crews assisting w/ #coflood rescued 26 people and more than 20 animals - including a turtle! #nationalguard	Is very CLEAR - easy to understand	0.8203	Yesterday our UH-60 helicopter rescue crews assisting with Colorado flood rescued 26 people and more than 20 animals - including a turtle! #nationalguard #coflood|great	3.79988071170986E+017
2013	Alberta floods in Canada	Media	Caution and advice	You may want to AVOID Deerfoot Tr. The Calf Robe Bridge is closed #yyc #abflood	Is very CLEAR - easy to understand	0.8		3.48085729362067E+017
